기관명,분류,검진실 전화번호,대표번호,도시,지역구,상세주소,관련 검진수,일반검진,위암검진,간암검진,대장암검진,유방암검진,우편번호,권역,위도(X),경도(Y),정렬용_지역키
가온내과의원,내과의원,031-317-7588,031-317-7588,경기도,시흥시,경기도 시흥시 승지로59번길 12 시티타워 4층 406~409호 (능곡동),5,TRUE,TRUE,TRUE,TRUE,TRUE,14995,수도권,126.809033453285,37.3688929302135,41_390
마음속내과의원,내과의원,031-506-7000,031-506-7000,경기도,시흥시,"경기도 시흥시 정왕대로 230 제일프라자 202-1,203,204,305호 (정왕동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,15066,수도권,126.738508432833,37.344967088786,41_390
박재성내과의원,내과의원,031-317-8003,031-317-8003,경기도,시흥시,"경기도 시흥시 연성로 83 301,302호 (하상동, 현대프라자)",4,TRUE,TRUE,TRUE,TRUE,FALSE,14977,수도권,126.812827404792,37.3910724548575,41_390
시흥내과의원,내과의원,031-313-7800,031-313-7800,경기도,시흥시,"경기도 시흥시 수인로 3366 302호 (신천동, 삼영아트빌)",5,TRUE,TRUE,TRUE,TRUE,TRUE,14910,수도권,126.784962641977,37.4408681722776,41_390
베스트내과의원,내과의원,031-317-9226,031-317-9226,경기도,시흥시,"경기도 시흥시 승지로60번길 25 201~202호 (능곡동, 송죽센타프라자)",1,TRUE,FALSE,FALSE,FALSE,FALSE,14995,수도권,126.812257433445,37.3679868850966,41_390
연세내과의원,내과의원,031-311-6688,031-311-6688,경기도,시흥시,"경기도 시흥시 수인로 3378 2,3층 (신천동, 반석프라자)",5,TRUE,TRUE,TRUE,TRUE,TRUE,14910,수도권,126.783774013792,37.4413708416439,41_390
최내과의원,내과의원,031-315-0875,031-315-0875,경기도,시흥시,경기도 시흥시 복지로 96 A&C빌딩 3층 801~802호 (대야동) ,4,TRUE,TRUE,TRUE,TRUE,FALSE,14908,수도권,126.791831822379,37.4472717162371,41_390
녹향의원,의원,031-310-5336,031-310-5700,경기도,시흥시,경기도 시흥시 하중로 127 (하중동),4,FALSE,TRUE,TRUE,TRUE,TRUE,14975,수도권,126.800436636641,37.3993378894818,41_390
한마음내과의원,내과의원,031-312-2277,031-312-2277,경기도,시흥시,"경기도 시흥시 수인로 3372 401,402호 (신천동)",4,TRUE,TRUE,TRUE,TRUE,FALSE,14910,수도권,126.784348865787,37.4411292489516,41_390
속사랑내과의원,내과의원,031-496-8737,031-496-8737,경기도,시흥시,경기도 시흥시 정왕대로 56 2층 203호 (정왕동),4,TRUE,TRUE,TRUE,TRUE,FALSE,15040,수도권,126.723018122507,37.3545169532043,41_390
누가의원,의원,031-431-7776,031-431-7776,경기도,시흥시,"경기도 시흥시 함송로 21 301호 (정왕동, 굿모닝프라자)",2,TRUE,TRUE,FALSE,FALSE,FALSE,15020,수도권,126.73071593439,37.3637645569587,41_390
연세베스트의원,의원,031-488-9910,031-488-9910,경기도,시흥시,"경기도 시흥시 서울대학로278번길 19-13 107동 2층 A206호~A208호 (배곧동, 시흥배곧 C1 호반 써밋플레이스)",0,FALSE,FALSE,FALSE,FALSE,FALSE,15010,수도권,126.727970634048,37.3705044199436,41_390
사랑내과의원,내과의원,031-497-1002,031-497-1002,경기도,시흥시,"경기도 시흥시 배곧3로 80 4층 402호 (정왕동, 센터프라자)",1,TRUE,FALSE,FALSE,FALSE,FALSE,15010,수도권,126.728963255339,37.3705213854665,41_390
서울열린내과의원,내과의원,031-404-7533,031-404-7533,경기도,시흥시,"경기도 시흥시 대은로 100 2층 (은행동, 넥스타운주상복합아파트) ",4,TRUE,TRUE,TRUE,TRUE,FALSE,14916,수도권,126.799385733187,37.4452891261087,41_390
배곧누리의원,의원,031-499-2223,031-499-2223,경기도,시흥시,경기도 시흥시 배곧5로 66-7 더 프리미엄 타워 3층 301호~303호 (배곧동),0,FALSE,FALSE,FALSE,FALSE,FALSE,15010,수도권,126.734719591414,37.3821400563113,41_390
예진산부인과의원,의원,031-431-1134,031-431-1134,경기도,시흥시,"경기도 시흥시 정왕대로 78 (정왕동, B동 306호, 407호, 408호)",0,FALSE,FALSE,FALSE,FALSE,FALSE,15040,수도권,126.72517452504,37.3533071298355,41_390
목감마음속내과의원,내과의원,031-504-4020,031-504-4020,경기도,시흥시,경기도 시흥시 목감우회로 51 4층 401~402호 (목감동),5,TRUE,TRUE,TRUE,TRUE,TRUE,14985,수도권,126.861958216347,37.3822556593857,41_390
상쾌한속내과의원,내과의원,031-313-7582,031-313-7582,경기도,시흥시,경기도 시흥시 삼미시장1길 5 3층 (신천동),5,TRUE,TRUE,TRUE,TRUE,TRUE,14948,수도권,126.785542308993,37.4397681868494,41_390
시흥희망의료복지 사회적협동조합 희망의원,의원,031-315-2580,031-315-2580,경기도,시흥시,"경기도 시흥시 은행로167번길 6 401호, 402(일부)호 (대야동, 청송빌딩) ",3,TRUE,TRUE,TRUE,FALSE,FALSE,14914,수도권,126.797986094339,37.4456427323688,41_390
서울삼성내과의원,내과의원,031-431-7117,031-431-7117,경기도,시흥시,"경기도 시흥시 배곧3로 96 411호~412호 (정왕동, M-플러스)",4,TRUE,TRUE,TRUE,TRUE,FALSE,15010,수도권,126.730011406139,37.3698180111966,41_390
목감연세내과의원,내과의원,031-411-0818,031-411-0818,경기도,시흥시,"경기도 시흥시 목감남서로 9-19 401,402호 (조남동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,14988,수도권,126.852770913108,37.3777849619629,41_390
365서울가정의학과의원,의원,031-319-6429,031-319-6429,경기도,시흥시,"경기도 시흥시 배곧1로 27-15 2층 201~202호 (정왕동, 한라비발디캠퍼스)",0,FALSE,FALSE,FALSE,FALSE,FALSE,15011,수도권,126.712516180176,37.3653496024812,41_390
이연정내과의원,내과의원,031-313-1900,031-313-1900,경기도,시흥시,경기도 시흥시 비둘기공원1길 25 우곡프라자 202호 (대야동),3,TRUE,TRUE,TRUE,FALSE,FALSE,14912,수도권,126.791287372988,37.4414830085878,41_390
은계탑내과의원,내과의원,031-509-7577,031-509-7577,경기도,시흥시,경기도 시흥시 은계로 260 우평 라비엔빌딩 4층 403~405호 (은행동),4,TRUE,TRUE,TRUE,TRUE,FALSE,14923,수도권,126.80314626122,37.4448174617724,41_390
연세드림내과의원,내과의원,031-316-8275,031-316-8275,경기도,시흥시,경기도 시흥시 은계번영길 1 태산W타워 401~408호 (은행동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,14922,수도권,126.801608573148,37.436560703562,41_390
연세은혜산부인과의원,의원,031-364-8175,031-364-8175,경기도,시흥시,경기도 시흥시 목감남서로 9-19 301호 (조남동),0,FALSE,FALSE,FALSE,FALSE,FALSE,14988,수도권,126.852770913108,37.3777849619629,41_390
삼성바른내과의원,내과의원,031-311-2479,031-311-2479,경기도,시흥시,경기도 시흥시 은계번영길 23 은계타운 506~507호 (은행동),5,TRUE,TRUE,TRUE,TRUE,TRUE,14923,수도권,126.803904308452,37.4371091976549,41_390
은계하나내과의원,내과의원,031-317-2111,031-317-2111,경기도,시흥시,경기도 시흥시 은계번영길 19 은계 디스퀘어큐브 4층 403~404호 (은행동),5,TRUE,TRUE,TRUE,TRUE,TRUE,14923,수도권,126.803011549692,37.4372336750016,41_390
능곡하나내과의원,내과의원,031-364-8393,031-364-8393,경기도,시흥시,경기도 시흥시 장현능곡로 188 SG프라자 3층 301호 (능곡동),4,TRUE,TRUE,TRUE,TRUE,FALSE,14995,수도권,126.810996049187,37.3693130769717,41_390
서울성모의원,의원,031-431-7587,031-431-7585,경기도,시흥시,"경기도 시흥시 거북섬로 207 2~3층 108,109호 (정왕동) ",0,FALSE,FALSE,FALSE,FALSE,FALSE,15119,수도권,126.687571456348,37.3227222170291,41_390
새론산부인과의원,의원,031-311-0345,031-311-0345,경기도,시흥시,경기도 시흥시 은계번영길 23 은계타운 501~502호 (은행동),0,FALSE,FALSE,FALSE,FALSE,FALSE,14923,수도권,126.803904308452,37.4371091976549,41_390
연세우리내과의원,내과의원,031-507-2479,031-507-2479,경기도,시흥시,경기도 시흥시 배곧3로 86 센터프라자2 3층 301호~302호 (배곧동),5,TRUE,TRUE,TRUE,TRUE,TRUE,15010,수도권,126.729386419289,37.3702602467607,41_390
성모베스트내과의원,내과의원,031-315-2121,031-315-2121,경기도,시흥시,"경기도 시흥시 장곡로 50 (주)진보유통 301호 일부, 303호 (장곡동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,15002,수도권,126.783163854703,37.3797108032604,41_390
365장곡편한내과의원,내과의원,031-311-7553,031-311-7553,경기도,시흥시,경기도 시흥시 장현장곡로 2 4층 403~405호 (장곡동),5,TRUE,TRUE,TRUE,TRUE,TRUE,14996,수도권,126.789281573001,37.3788248032924,41_390
원산부인과의원,의원,031-315-7701,031-315-7701,경기도,시흥시,경기도 시흥시 능곡번영길 24 4층 405~407호 (능곡동),0,FALSE,FALSE,FALSE,FALSE,FALSE,14999,수도권,126.807461216026,37.3700799141055,41_390
리움산부인과의원,의원,031-548-2619,031-548-2619,경기도,시흥시,경기도 시흥시 서울대학로278번길 43-13 502호 (배곧동),0,FALSE,FALSE,FALSE,FALSE,FALSE,15011,수도권,126.730190993993,37.3692262684235,41_390
김철수내과의원,내과의원,031-503-0872,031-503-0872,경기도,시흥시,"경기도 시흥시 능곡번영길 30 센텀시티 210~213, 307~313호 (능곡동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,14999,수도권,126.806650618584,37.370218701096,41_390
시흥드림항유외과의원,의원,031-316-5553,031-316-5553,경기도,시흥시,경기도 시흥시 능곡번영길 30 6층 607~609호 (능곡동),5,TRUE,TRUE,TRUE,TRUE,TRUE,14999,수도권,126.806650618584,37.370218701096,41_390
대일유외과의원,의원,031-548-0651,031-548-0651,경기도,시흥시,경기도 시흥시 황고개로 530 5층 502~503호 (장곡동),1,FALSE,FALSE,FALSE,FALSE,TRUE,14996,수도권,126.789251366352,37.3782007909904,41_390
장곡맑은위내과의원,내과의원,031-507-1000,031-507-1000,경기도,시흥시,경기도 시흥시 황고개로 528 3층 301~305호 (장곡동),5,TRUE,TRUE,TRUE,TRUE,TRUE,14996,수도권,126.789234977478,37.3779245981918,41_390
서울진외과의원,의원,031-313-7579,031-313-7579,경기도,시흥시,경기도 시흥시 은계로 347 3층 303A~306A호 (대야동),3,TRUE,TRUE,FALSE,TRUE,FALSE,14907,수도권,126.795011626328,37.449990132468,41_390
우리서울내과의원,내과의원,031-8042-7559,031-8042-7559,경기도,시흥시,"경기도 시흥시 도일로124번길 2 2층 203,204호 (거모동) ",4,TRUE,TRUE,TRUE,TRUE,FALSE,15069,수도권,126.784169193648,37.3413580490656,41_390
서울안녕내과의원,내과의원,031-316-8857,031-316-8857,경기도,시흥시,"경기도 시흥시 월곶중앙로58번길 5-6 2층 214~220호 (월곶동, 시흥 월곶역 블루밍더마크) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,14966,수도권,126.738758120593,37.3894945307695,41_390
더나은신경과내과의원,내과의원,031-509-5100,031-509-5100,경기도,시흥시,경기도 시흥시 서울대학로264번길 26-12 배곧에토스 3층 (배곧동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,15011,수도권,126.726039120713,37.3673685449505,41_390
심편한내과의원,내과의원,031-484-7700,031-484-7700,경기도,시흥시,경기도 시흥시 수풀안길 14-22 로얄팰리스 4차 301~308호 (조남동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,14986,수도권,126.862008500858,37.3812487342026,41_390
서울베스트의원,의원,031-362-5533,031-362-5533,경기도,시흥시,"경기도 시흥시 정왕시장길 52 정왕시장 202-1,203,204호 (정왕동) ",1,TRUE,FALSE,FALSE,FALSE,FALSE,15052,수도권,126.748961230255,37.3455661186166,41_390
배곧참조은항외과의원,의원,031-319-3533,031-319-3533,경기도,시흥시,경기도 시흥시 서울대학로264번길 26-16 해든메디컬센터 413~417호 (배곧동) ,3,TRUE,TRUE,FALSE,TRUE,FALSE,15011,수도권,126.725647233178,37.3669473090485,41_390
성모퍼스트내과의원,내과의원,031-311-7511,031-311-7511,경기도,시흥시,"경기도 시흥시 은계번영길 9 골드웨이Ⅰ 301~306, 309~310호 (은행동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,14922,수도권,126.801635210149,37.4374709529433,41_390
전지한산부인과의원,의원,031-8042-3042,031-8042-3042,경기도,시흥시,경기도 시흥시 배곧3로 96 M-플러스 305호 (배곧동) ,0,FALSE,FALSE,FALSE,FALSE,FALSE,15011,수도권,126.730011406139,37.3698180111966,41_390
원광대학교 산본병원,종합병원,031-390-2726,031-390-2300,경기도,군포시,경기도 군포시 산본로 321 (산본동),5,TRUE,TRUE,TRUE,TRUE,TRUE,15865,수도권,126.933603275227,37.3594127912491,41_410
효산의료재단 지샘병원,종합병원,031-389-3430,031-389-3000,경기도,군포시,"경기도 군포시 군포로 591 (당동, (G샘병원)군포샘병원)",4,FALSE,TRUE,TRUE,TRUE,TRUE,15839,수도권,126.947278422291,37.3586931783039,41_410
산본제일병원,병원,031-390-3700,031-396-3301,경기도,군포시,경기도 군포시 산본로 374 (산본동),5,TRUE,TRUE,TRUE,TRUE,TRUE,15818,수도권,126.931136964802,37.3636482809501,41_410
남천병원,병원,031-390-2062,031-390-2114,경기도,군포시,경기도 군포시 고산로 575 (산본동),3,FALSE,TRUE,TRUE,FALSE,TRUE,15820,수도권,126.925976441553,37.364683867541,41_410
연세항맥외과의원,의원,031-393-0633,031-393-3305,경기도,군포시,"경기도 군포시 군포로 470 경림빌딩 201,202,203,204,401호 (당동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,15856,수도권,126.944078471125,37.3481867087071,41_410
좋은숨김휘정내과의원,내과의원,031-398-3004,031-398-3004,경기도,군포시,"경기도 군포시 산본로323번길 16-7 8층 803호 (산본동, 롯데프라자)",4,TRUE,TRUE,TRUE,TRUE,FALSE,15865,수도권,126.931756983661,37.3592229752379,41_410
오내과의원,내과의원,031-392-2811,031-392-2811,경기도,군포시,"경기도 군포시 번영로 502 (금정동, 역사상가 502,503,506,506-1호)",3,TRUE,TRUE,TRUE,FALSE,FALSE,15862,수도권,126.933414110784,37.357601799677,41_410
김정호내과의원,내과의원,031-394-5631,031-394-5631,경기도,군포시,경기도 군포시 금산로 106 2층 (산본동),3,TRUE,TRUE,TRUE,FALSE,FALSE,15806,수도권,126.936516023701,37.3714288584968,41_410
남연호내과의원,내과의원,031-396-7800,031-396-7800,경기도,군포시,"경기도 군포시 산본로323번길 15 404,405호 (산본동, 동산빌딩)",3,TRUE,TRUE,TRUE,FALSE,FALSE,15865,수도권,126.93224852913,37.3586377701212,41_410
홍기영내과의원,내과의원,031-395-8221,031-395-8221,경기도,군포시,"경기도 군포시 광정로 68 304호 (산본동, 산본시네마타운)",3,TRUE,TRUE,TRUE,FALSE,FALSE,15865,수도권,126.930397112678,37.3592548000752,41_410
김석헌내과의원,내과의원,031-393-1741,031-393-1741,경기도,군포시,"경기도 군포시 산본로323번길 23 3층 (산본동, 동선빌딩)",4,TRUE,TRUE,TRUE,TRUE,FALSE,15865,수도권,126.931550218995,37.3584465304539,41_410
연세속시원의원,의원,031-392-3090,031-392-3090,경기도,군포시,"경기도 군포시 번영로 502 (금정동, 역사상가 301,307,311,313,314,315,316,405호)",5,TRUE,TRUE,TRUE,TRUE,TRUE,15862,수도권,126.933414110784,37.357601799677,41_410
김성근내과의원,내과의원,031-398-7582,031-398-7582,경기도,군포시,"경기도 군포시 광정로 80 404호 (산본동, 신원빌딩)",3,TRUE,TRUE,TRUE,FALSE,FALSE,15865,수도권,126.929557570869,37.3602932777565,41_410
천내과의원,내과의원,031-458-7576,031-458-7576,경기도,군포시,"경기도 군포시 군포로 494 205호 (당동, 당동빌딩)",4,TRUE,TRUE,TRUE,TRUE,FALSE,15856,수도권,126.944837167472,37.3504442327618,41_410
중앙신경외과의원,의원,031-396-8420,031-396-8420,경기도,군포시,"경기도 군포시 산본로 378 205,206호 (산본동, 산본사이버텔)",0,FALSE,FALSE,FALSE,FALSE,FALSE,15818,수도권,126.93070680026,37.3639742915215,41_410
건강드림내과영상의학과의원,내과의원,031-340-7897,031-340-7897,경기도,군포시,"경기도 군포시 산본천로 56 센트로 601 오피스텔 301,308호 (산본동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,15865,수도권,126.929994984358,37.3604094996489,41_410
산본연세내과의원,내과의원,031-399-2456,031-399-2456,경기도,군포시,"경기도 군포시 산본로343번길 9 701,702호 (산본동, 성진빌딩)",4,TRUE,TRUE,TRUE,TRUE,FALSE,15865,수도권,126.931756507125,37.360621910043,41_410
박형근내과의원,내과의원,031-399-0975,031-399-0975,경기도,군포시,"경기도 군포시 산본로323번길 16-36 4층 (산본동, 삼정빌딩)",5,TRUE,TRUE,TRUE,TRUE,TRUE,15865,수도권,126.931450509782,37.3603509744114,41_410
연세선내과의원,내과의원,031-391-2323,031-391-2323,경기도,군포시,"경기도 군포시 고산로 696 3층 (산본동, 산본메디칼빌딩)",3,TRUE,TRUE,TRUE,FALSE,FALSE,15814,수도권,126.935724219178,37.371766946161,41_410
엔젤산부인과의원,의원,031-394-0075,031-394-0075,경기도,군포시,"경기도 군포시 광정로 80 406호 (산본동, 신원빌딩)",0,FALSE,FALSE,FALSE,FALSE,FALSE,15865,수도권,126.929557570869,37.3602932777565,41_410
속편한내과의원,내과의원,031-393-0068,031-393-0068,경기도,군포시,"경기도 군포시 산본천로 43-6 2층 (산본동, 한숲스포츠센터)",5,TRUE,TRUE,TRUE,TRUE,TRUE,15825,수도권,126.928174319158,37.3606745715712,41_410
현대중앙의원,의원,031-397-3500,031-397-3500,경기도,군포시,"경기도 군포시 수리산로 8 202호,203호 (산본동, 한양수리아파트상가동)",3,TRUE,TRUE,TRUE,FALSE,FALSE,15823,수도권,126.923693321463,37.3578798421979,41_410
삼성조은내과의원,내과의원,031-399-5890,031-399-5890,경기도,군포시,"경기도 군포시 금산로 109 산본두성프라자 201~202호, 301~303호 (산본동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,15814,수도권,126.935853661438,37.3715609518834,41_410
은하여성의원,의원,031-399-4911,031-399-4911,경기도,군포시,"경기도 군포시 고산로 248 은하프라자 201~203호, 401호 (당동) ",1,FALSE,FALSE,FALSE,FALSE,TRUE,15856,수도권,126.944870333355,37.3462989733616,41_410
준내과의원,내과의원,031-393-3886,031-393-3886,경기도,군포시,"경기도 군포시 용호2로 63-8 2층 (당동, 금당빌딩)",4,TRUE,TRUE,TRUE,TRUE,FALSE,15875,수도권,126.943870595494,37.3460436020037,41_410
부곡사랑빛의원,의원,031-348-4880,031-461-2260,경기도,군포시,"경기도 군포시 송부로291번안길 3-33 201,202호 (부곡동, 의왕프라자)",1,TRUE,FALSE,FALSE,FALSE,FALSE,15880,수도권,126.945056544554,37.3219822960471,41_410
365편한내과의원,내과의원,031-477-3654,031-477-3654,경기도,군포시,경기도 군포시 군포역1길 10 3층 (당동),4,TRUE,TRUE,TRUE,TRUE,FALSE,15855,수도권,126.946647498629,37.353186172479,41_410
마음속내과의원,내과의원,031-392-3905,031-392-3905,경기도,군포시,"경기도 군포시 산본로323번길 16-15 502,503,505,506호 (산본동, 광림빌딩)",5,TRUE,TRUE,TRUE,TRUE,TRUE,15865,수도권,126.931581617846,37.35942028905,41_410
더건강한내과의원,내과의원,031-397-7582,031-397-7582,경기도,군포시,"경기도 군포시 산본로323번길 16-14 센타빌딩 701호, B1-1호 (산본동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,15865,수도권,126.932044751427,37.3596775290425,41_410
정은주산부인과의원,의원,031-393-5534,031-393-5534,경기도,군포시,경기도 군포시 군포로 470 경림빌딩 301호 (당동),0,FALSE,FALSE,FALSE,FALSE,FALSE,15856,수도권,126.944078471125,37.3481867087071,41_410
김성진내과의원,내과의원,031-347-4800,031-347-4800,경기도,군포시,"경기도 군포시 고산로 693 하나로빌딩 301, 302호 (산본동)",1,TRUE,FALSE,FALSE,FALSE,FALSE,15802,수도권,126.935034009199,37.3719810131353,41_410
마음유외과의원,의원,031-392-2266,031-392-2266,경기도,군포시,경기도 군포시 산본천로 56 센트로 601 오피스텔 407호 (산본동),1,FALSE,FALSE,FALSE,FALSE,TRUE,15865,수도권,126.929994984358,37.3604094996489,41_410
서울굿모닝내과의원,내과의원,031-394-7700,031-394-7700,경기도,군포시,경기도 군포시 산본천로 222 세환타워 5층 501호 (산본동),5,TRUE,TRUE,TRUE,TRUE,TRUE,15811,수도권,126.941912115881,37.3714458679675,41_410
아름다운항외과의원,의원,031-392-7979,031-392-7979,경기도,군포시,"경기도 군포시 번영로 489 8층 (산본동, 중앙타워)",4,TRUE,TRUE,TRUE,TRUE,FALSE,15865,수도권,126.931581604443,37.3579428741699,41_410
더스마트의원,의원,031-364-8754,031-364-8754,경기도,군포시,"경기도 군포시 송부로74번길 3-40 금강프라자 202,203호 (도마교동)",1,TRUE,FALSE,FALSE,FALSE,FALSE,15885,수도권,126.924232376702,37.3162410320393,41_410
연세이현진산부인과의원,의원,031-395-5454,031-395-5454,경기도,군포시,"경기도 군포시 산본로323번길 16-15 광림빌딩 402, 403, 404, 405호 (산본동) ",0,FALSE,FALSE,FALSE,FALSE,FALSE,15865,수도권,126.931581617846,37.35942028905,41_410
프라임내과의원,내과의원,031-8068-6777,0686-7778,경기도,군포시,경기도 군포시 군포로 522 군포새마을금고 3층 (당동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,15855,수도권,126.945663942032,37.3525822159055,41_410
삼성굿닥터365의원,의원,031-689-3955,031-689-3955,경기도,군포시,"경기도 군포시 번영로 505 대우디오플러스 304-1,304-2호 (산본동) ",1,TRUE,FALSE,FALSE,FALSE,FALSE,15865,수도권,126.933194965667,37.3588084224208,41_410
장편한김용성내과의원,내과의원,031-360-7003,031-360-7003,경기도,군포시,"경기도 군포시 산본로323번길 16-30 성보빌딩 701-2,702,703,704,708,710호 (산본동) ",4,TRUE,TRUE,TRUE,TRUE,FALSE,15865,수도권,126.931607335967,37.3601866277078,41_410
의료법인 의왕시티의료재단 시티병원,병원,031-340-2771,031-340-0114,경기도,의왕시,경기도 의왕시 오전천로 29 (오전동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,16060,수도권,126.976794574974,37.3502799283789,41_430
정내과의원,내과의원,031-425-1375,031-425-1375,경기도,의왕시,경기도 의왕시 포일로 81 삼우상가 202호 (포일동),3,TRUE,TRUE,TRUE,FALSE,FALSE,16018,수도권,126.981366228346,37.3915315919586,41_430
롯데정내과의원,내과의원,031-426-3486,031-426-3486,경기도,의왕시,"경기도 의왕시 계원대학로 2 402호 (내손동, 롯데메디칼프라자)",5,TRUE,TRUE,TRUE,TRUE,TRUE,16039,수도권,126.971631878612,37.3797759851052,41_430
박현희산부인과의원,의원,031-426-7977,031-426-7977,경기도,의왕시,경기도 의왕시 계원대학로 25 (내손동),0,FALSE,FALSE,FALSE,FALSE,FALSE,16037,수도권,126.974399451186,37.3799200596712,41_430
부곡내과의원,내과의원,031-461-0300,031-461-0300,경기도,의왕시,"경기도 의왕시 부곡중앙남5길 43 2층 202호 (삼동, 부영빌딩)",2,TRUE,FALSE,TRUE,FALSE,FALSE,16090,수도권,126.952253341826,37.3189905638063,41_430
서울아산김내과의원,내과의원,031-424-9111,031-424-9111,경기도,의왕시,"경기도 의왕시 내손로 82 402호 (내손동, 신성프라자)",4,TRUE,TRUE,TRUE,TRUE,FALSE,16026,수도권,126.979884431233,37.3872150885122,41_430
의왕속내과의원,내과의원,031-462-7100,031-462-7100,경기도,의왕시,경기도 의왕시 부곡중앙로 6-3 2층 25호 (삼동),4,TRUE,TRUE,TRUE,TRUE,FALSE,16088,수도권,126.949715027698,37.3207221999147,41_430
영내과의원,내과의원,031-422-0011,031-422-0011,경기도,의왕시,"경기도 의왕시 포일세거리로 3 3층 (포일동, 파레사타워)",5,TRUE,TRUE,TRUE,TRUE,TRUE,16004,수도권,126.984741373742,37.3959936680252,41_430
아름다운가정의학과의원,의원,031-426-1075,031-426-1075,경기도,의왕시,"경기도 의왕시 계원대학로 2 202호 (내손동, 롯데프라자)",0,FALSE,FALSE,FALSE,FALSE,FALSE,16039,수도권,126.971631878612,37.3797759851052,41_430
365건강한부곡의원,의원,031-461-9088,031-461-9088,경기도,의왕시,경기도 의왕시 부곡중앙남3길 2 (삼동),5,TRUE,TRUE,TRUE,TRUE,TRUE,16088,수도권,126.950888780603,37.3207696367229,41_430
연세메디의원,의원,031-425-8576,031-425-8576,경기도,의왕시,경기도 의왕시 백운중앙로 84 예수교대한성결교회백운호수교회 1층 101호 (학의동),0,FALSE,FALSE,FALSE,FALSE,FALSE,16016,수도권,127.008979076555,37.3703095418185,41_430
임동혁내과의원,내과의원,031-422-3396,031-422-3396,경기도,의왕시,"경기도 의왕시 포일로 43 304호 (내손동, 대림프라자)",4,TRUE,TRUE,TRUE,TRUE,FALSE,16022,수도권,126.977429944362,37.3900446690729,41_430
의왕참조은내과의원,내과의원,031-8068-7580,031-8068-7580,경기도,의왕시,경기도 의왕시 모락로 28 4층 401호 (오전동),5,TRUE,TRUE,TRUE,TRUE,TRUE,16050,수도권,126.967910141777,37.3602456567044,41_430
인덕원성모내과의원,내과의원,031-422-5864,031-422-5864,경기도,의왕시,"경기도 의왕시 안양판교로 103 포레스타타워 203, 204호 (포일동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,16001,수도권,126.985501435603,37.3952950210477,41_430
365 다가온 의원,의원,031-360-3690,031-360-3690,경기도,의왕시,경기도 의왕시 계원대학로 7 롯데마트 2층 (내손동) ,0,FALSE,FALSE,FALSE,FALSE,FALSE,16036,수도권,126.972871115511,37.3805432278472,41_430
의왕탑내과의원,내과의원,031-427-2119,031-427-2119,경기도,의왕시,경기도 의왕시 경수대로 209 의왕월드비젼 307호 (고천동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,16076,수도권,126.974913838563,37.3454099313694,41_430
햇살병원,병원,031-791-7330,031-791-7330,경기도,하남시,경기도 하남시 신평로 51 (신장동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12968,수도권,127.204623656914,37.5384739198707,41_450
보바스병원,병원,031-1551-0517,031-6190-5500,경기도,하남시,경기도 하남시 미사강변중앙로 50 (풍산동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,12938,수도권,127.193800373446,37.5514393379003,41_450
청봉병원,병원,031-1661-5727,1661-5727,경기도,하남시,경기도 하남시 하남대로802번길 5-4 청봉기념병원 (신장동),4,TRUE,TRUE,TRUE,TRUE,FALSE,12949,수도권,127.208755026407,37.541401240879,41_450
하남S병원,병원,031-793-2882,1644-0025,경기도,하남시,경기도 하남시 덕풍공원로 41 (덕풍동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12974,수도권,127.198242456623,37.5397486355526,41_450
하남샬롬요양병원,병원,031-796-1616,031-796-1616,경기도,하남시,경기도 하남시 신평로 77 (신장동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12967,수도권,127.206157209687,37.5405111133774,41_450
늘봄메디컬의원,의원,02-486-7519,02-486-7519,경기도,하남시,경기도 하남시 감일백제로 97 3층 301~306호 (감이동) ,0,FALSE,FALSE,FALSE,FALSE,FALSE,13004,수도권,127.161943532057,37.5044179585576,41_450
이내과의원,내과의원,031-794-9076,031-794-9076,경기도,하남시,"경기도 하남시 대청로116번길 59-1 301호302호 (창우동, 신안아파트종합상가)",3,TRUE,TRUE,TRUE,FALSE,FALSE,12955,수도권,127.224284337467,37.5371335698657,41_450
세인가정의학과의원,의원,031-791-3343,031-791-3343,경기도,하남시,"경기도 하남시 대청로59번길 15-1 206호 207호 (신장동, 한국아파트상가)",2,TRUE,FALSE,TRUE,FALSE,FALSE,12946,수도권,127.218805036349,37.5411585180433,41_450
